Strain,Test,Marker,Call
CI_5245,hexMLST,CAMP0104,1
CI_5245,hexMLST,CAMP1355,112
CI_5245,hexMLST,CAMP0100,
CI_5245,hexMLST,CAMP1357,120
CI_5245,hexMLST,CAMP0111,
CI_5245,hexMLST,CAMP1529,24
CI_5245,hexMLST,CAMP0532,1
CI_5245,hexMLST,CAMP0633,
CI_5245,hexMLST,CAMP0535,24
CI_5245,hexMLST,CAMP0905,38
CI_5245,hexMLST,CAMP1116,1
CI_5245,hexMLST,CAMP1262,
CI_5245,hexMLST,CAMP1053,31
CI_5245,hexMLST,CAMP0059,1
CI_5245,hexMLST,CAMP1198,36
CI_5245,hexMLST,CAMP0399,
CI_5245,hexMLST,CAMP0117,25
CI_5245,hexMLST,CAMP0502,124
CI_5245,hexMLST,CAMP0052,1
CI_5245,hexMLST,CAMP0501,38
CI_5245,hexMLST,CAMP1197,25
CI_5245,hexMLST,CAMP0504,62
CI_5245,hexMLST,CAMP0505,24
CI_5245,hexMLST,CAMP0918,
CI_5245,hexMLST,CAMP0626,42
CI_5245,hexMLST,CAMP0857,
CI_5245,hexMLST,CAMP1294,1
CI_5245,hexMLST,CAMP1104,
CI_5245,hexMLST,CAMP0597,
CI_5245,hexMLST,CAMP1100,
CI_5245,hexMLST,CAMP1581,1
CI_5245,hexMLST,CAMP0455,
CI_5245,hexMLST,CAMP1275,12
CI_5245,hexMLST,CAMP0355,
CI_5245,hexMLST,CAMP1185,1
CI_5245,hexMLST,CAMP0041,
CI_5245,hexMLST,CAMP1186,1
CI_5245,hexMLST,CAMP1372,26
CI_5245,hexMLST,CAMP0757,1
CI_5245,hexMLST,CAMP0755,64
CI_5245,hexMLST,CAMP1502,24
CI_5245,hexMLST,CAMP0969,1
CI_5245,hexMLST,CAMP1508,1
CI_5245,hexMLST,CAMP0614,34
CI_5245,hexMLST,CAMP0967,
CI_5245,hexMLST,CAMP1503,1
CI_5245,hexMLST,CAMP0847,1
07_7324,hexMLST,CAMP1074,74
07_7324,hexMLST,CAMP0367,22
07_7324,hexMLST,CAMP0768,78
07_7324,hexMLST,CAMP1364,44
07_7324,hexMLST,CAMP1571,96
07_7324,hexMLST,CAMP1578,
07_7324,hexMLST,CAMP0972,59
07_7324,hexMLST,CAMP0471,62
07_7324,hexMLST,CAMP0374,109
07_7324,hexMLST,CAMP0273,1
07_7324,hexMLST,CAMP1311,74
07_7324,hexMLST,CAMP1313,74
07_7324,hexMLST,CAMP0775,33
07_7324,hexMLST,CAMP1322,41
07_7324,hexMLST,CAMP1319,5
07_7324,hexMLST,CAMP1567,112
07_7324,hexMLST,CAMP1085,34
07_7324,hexMLST,CAMP0572,107
07_7324,hexMLST,CAMP0867,1
07_7324,hexMLST,CAMP1568,77
07_7324,hexMLST,CAMP0881,
07_7324,hexMLST,CAMP0015,1
07_7324,hexMLST,CAMP1301,99
07_7324,hexMLST,CAMP1158,
07_7324,hexMLST,CAMP0950,174
07_7324,hexMLST,CAMP1411,37
07_7324,hexMLST,CAMP1416,79
07_7324,hexMLST,CAMP0540,
07_7324,hexMLST,CAMP1022,
07_7324,hexMLST,CAMP0319,59
07_7324,hexMLST,CAMP0792,13
07_7324,hexMLST,CAMP0791,88
07_7324,hexMLST,CAMP1541,1
07_7324,hexMLST,CAMP0556,1
07_7324,hexMLST,CAMP0351,74
07_7324,hexMLST,CAMP0496,27
07_7324,hexMLST,CAMP1384,135
07_7324,hexMLST,CAMP1280,112
07_7324,hexMLST,CAMP0565,
07_7324,hexMLST,CAMP0138,1
07_7324,hexMLST,CAMP1208,83
07_7324,hexMLST,CAMP1430,33
07_7324,hexMLST,CAMP1432,33
07_7324,hexMLST,CAMP1019,24
07_7324,hexMLST,CAMP1537,1
07_7324,hexMLST,CAMP0182,34
07_7324,hexMLST,CAMP0028,2
07_7324,hexMLST,CAMP0024,46
07_7324,hexMLST,CAMP1124,93
07_7324,hexMLST,CAMP0338,33
07_7324,hexMLST,CAMP1211,
07_7324,hexMLST,CAMP1042,1
07_7324,hexMLST,CAMP1048,71
07_7324,hexMLST,CAMP0104,1
07_7324,hexMLST,CAMP1355,70
07_7324,hexMLST,CAMP0100,1
07_7324,hexMLST,CAMP1357,109
07_7324,hexMLST,CAMP0111,1
07_7324,hexMLST,CAMP1529,112
07_7324,hexMLST,CAMP0532,1
07_7324,hexMLST,CAMP0633,82
07_7324,hexMLST,CAMP0535,24
07_7324,hexMLST,CAMP0905,26
07_7324,hexMLST,CAMP1116,5
07_7324,hexMLST,CAMP1262,111
07_7324,hexMLST,CAMP1053,70
07_7324,hexMLST,CAMP0059,1
07_7324,hexMLST,CAMP1198,1
07_7324,hexMLST,CAMP0399,1
07_7324,hexMLST,CAMP0117,1
07_7324,hexMLST,CAMP0502,74
07_7324,hexMLST,CAMP0052,33
07_7324,hexMLST,CAMP0501,70
07_7324,hexMLST,CAMP1197,
07_7324,hexMLST,CAMP0504,14
07_7324,hexMLST,CAMP0505,76
07_7324,hexMLST,CAMP0918,73
07_7324,hexMLST,CAMP0626,144
07_7324,hexMLST,CAMP0857,
07_7324,hexMLST,CAMP1294,39
07_7324,hexMLST,CAMP1104,14
07_7324,hexMLST,CAMP0597,116
07_7324,hexMLST,CAMP1100,41
07_7324,hexMLST,CAMP1581,70
07_7324,hexMLST,CAMP0455,32
07_7324,hexMLST,CAMP1275,116
07_7324,hexMLST,CAMP0355,1
07_7324,hexMLST,CAMP1185,1
07_7324,hexMLST,CAMP0041,79
07_7324,hexMLST,CAMP1186,84
07_7324,hexMLST,CAMP1372,84
07_7324,hexMLST,CAMP0757,119
07_7324,hexMLST,CAMP0755,50
07_7324,hexMLST,CAMP1502,17
07_7324,hexMLST,CAMP0969,115
07_7324,hexMLST,CAMP1508,92
07_7324,hexMLST,CAMP0614,78
07_7324,hexMLST,CAMP0967,106
07_7324,hexMLST,CAMP1503,22
07_7324,hexMLST,CAMP0847,82
CE_M_10_3107,hexMLST,CAMP1074,
CE_M_10_3107,hexMLST,CAMP0367,33
CE_M_10_3107,hexMLST,CAMP0768,51
CE_M_10_3107,hexMLST,CAMP1364,45
CE_M_10_3107,hexMLST,CAMP1571,103
CE_M_10_3107,hexMLST,CAMP1578,14
CE_M_10_3107,hexMLST,CAMP0972,62
CE_M_10_3107,hexMLST,CAMP0471,64
CE_M_10_3107,hexMLST,CAMP0374,71
CE_M_10_3107,hexMLST,CAMP0273,135
CE_M_10_3107,hexMLST,CAMP1311,48
CE_M_10_3107,hexMLST,CAMP1313,63
CE_M_10_3107,hexMLST,CAMP0775,38
CE_M_10_3107,hexMLST,CAMP1322,1
CE_M_10_3107,hexMLST,CAMP1319,20
CE_M_10_3107,hexMLST,CAMP1567,91
CE_M_10_3107,hexMLST,CAMP1085,97
CE_M_10_3107,hexMLST,CAMP0572,5
CE_M_10_3107,hexMLST,CAMP0867,35
CE_M_10_3107,hexMLST,CAMP1568,23
CE_M_10_3107,hexMLST,CAMP0881,152
CE_M_10_3107,hexMLST,CAMP0015,28
CE_M_10_3107,hexMLST,CAMP1301,73
CE_M_10_3107,hexMLST,CAMP1158,47
CE_M_10_3107,hexMLST,CAMP0950,62
CE_M_10_3107,hexMLST,CAMP1411,63
CE_M_10_3107,hexMLST,CAMP1416,13
CE_M_10_3107,hexMLST,CAMP0540,85
CE_M_10_3107,hexMLST,CAMP1022,
CE_M_10_3107,hexMLST,CAMP0319,59
CE_M_10_3107,hexMLST,CAMP0792,66
CE_M_10_3107,hexMLST,CAMP0791,58
CE_M_10_3107,hexMLST,CAMP1541,54
CE_M_10_3107,hexMLST,CAMP0556,23
CE_M_10_3107,hexMLST,CAMP0351,64
CE_M_10_3107,hexMLST,CAMP0496,6
CE_M_10_3107,hexMLST,CAMP1384,84
CE_M_10_3107,hexMLST,CAMP1280,133
CE_M_10_3107,hexMLST,CAMP0565,114
CE_M_10_3107,hexMLST,CAMP0138,72
CE_M_10_3107,hexMLST,CAMP1208,
CE_M_10_3107,hexMLST,CAMP1430,36
CE_M_10_3107,hexMLST,CAMP1432,36
CE_M_10_3107,hexMLST,CAMP1019,24
CE_M_10_3107,hexMLST,CAMP1537,64
CE_M_10_3107,hexMLST,CAMP0182,72
CE_M_10_3107,hexMLST,CAMP0028,60
CE_M_10_3107,hexMLST,CAMP0024,
CE_M_10_3107,hexMLST,CAMP1124,45
CE_M_10_3107,hexMLST,CAMP0338,33
CE_M_10_3107,hexMLST,CAMP1211,76
CE_M_10_3107,hexMLST,CAMP1042,59
CE_M_10_3107,hexMLST,CAMP1048,34
CE_M_10_3107,hexMLST,CAMP0104,33
CE_M_10_3107,hexMLST,CAMP1355,70
CE_M_10_3107,hexMLST,CAMP0100,61
CE_M_10_3107,hexMLST,CAMP1357,24
CE_M_10_3107,hexMLST,CAMP0111,36
CE_M_10_3107,hexMLST,CAMP1529,72
CE_M_10_3107,hexMLST,CAMP0532,101
CE_M_10_3107,hexMLST,CAMP0633,20
CE_M_10_3107,hexMLST,CAMP0535,40
CE_M_10_3107,hexMLST,CAMP0905,55
CE_M_10_3107,hexMLST,CAMP1116,32
CE_M_10_3107,hexMLST,CAMP1262,31
CE_M_10_3107,hexMLST,CAMP1053,91
CE_M_10_3107,hexMLST,CAMP0059,43
CE_M_10_3107,hexMLST,CAMP1198,74
CE_M_10_3107,hexMLST,CAMP0399,66
CE_M_10_3107,hexMLST,CAMP0117,
CE_M_10_3107,hexMLST,CAMP0502,
CE_M_10_3107,hexMLST,CAMP0052,13
CE_M_10_3107,hexMLST,CAMP0501,28
CE_M_10_3107,hexMLST,CAMP1197,58
CE_M_10_3107,hexMLST,CAMP0504,29
CE_M_10_3107,hexMLST,CAMP0505,43
CE_M_10_3107,hexMLST,CAMP0918,1
CE_M_10_3107,hexMLST,CAMP0626,
CE_M_10_3107,hexMLST,CAMP0857,67
CE_M_10_3107,hexMLST,CAMP1294,99
CE_M_10_3107,hexMLST,CAMP1104,9
CE_M_10_3107,hexMLST,CAMP0597,29
CE_M_10_3107,hexMLST,CAMP1100,46
CE_M_10_3107,hexMLST,CAMP1581,
CE_M_10_3107,hexMLST,CAMP0455,79
CE_M_10_3107,hexMLST,CAMP1275,
CE_M_10_3107,hexMLST,CAMP0355,73
CE_M_10_3107,hexMLST,CAMP1185,148
CE_M_10_3107,hexMLST,CAMP0041,14
CE_M_10_3107,hexMLST,CAMP1186,66
CE_M_10_3107,hexMLST,CAMP1372,67
CE_M_10_3107,hexMLST,CAMP0757,80
CE_M_10_3107,hexMLST,CAMP0755,49
CE_M_10_3107,hexMLST,CAMP1502,55
CE_M_10_3107,hexMLST,CAMP0969,26
CE_M_10_3107,hexMLST,CAMP1508,39
CE_M_10_3107,hexMLST,CAMP0614,30
CE_M_10_3107,hexMLST,CAMP0967,80
CE_M_10_3107,hexMLST,CAMP1503,49
CE_M_10_3107,hexMLST,CAMP0847,17
08_4472,hexMLST,CAMP1074,2
08_4472,hexMLST,CAMP0367,4
08_4472,hexMLST,CAMP0768,5
08_4472,hexMLST,CAMP1364,5
08_4472,hexMLST,CAMP1571,5
08_4472,hexMLST,CAMP1578,5
08_4472,hexMLST,CAMP0972,48
08_4472,hexMLST,CAMP0471,
08_4472,hexMLST,CAMP0374,5
08_4472,hexMLST,CAMP0273,1
08_4472,hexMLST,CAMP1311,4
08_4472,hexMLST,CAMP1313,3
08_4472,hexMLST,CAMP0775,5
08_4472,hexMLST,CAMP1322,4
08_4472,hexMLST,CAMP1319,5
08_4472,hexMLST,CAMP1567,5
08_4472,hexMLST,CAMP1085,4
08_4472,hexMLST,CAMP0572,5
08_4472,hexMLST,CAMP0867,5
08_4472,hexMLST,CAMP1568,5
08_4472,hexMLST,CAMP0881,4
08_4472,hexMLST,CAMP0015,
08_4472,hexMLST,CAMP1301,5
08_4472,hexMLST,CAMP1158,5
08_4472,hexMLST,CAMP0950,2
08_4472,hexMLST,CAMP1411,5
08_4472,hexMLST,CAMP1416,5
08_4472,hexMLST,CAMP0540,5
08_4472,hexMLST,CAMP1022,2
08_4472,hexMLST,CAMP0319,5
08_4472,hexMLST,CAMP0792,4
08_4472,hexMLST,CAMP0791,5
08_4472,hexMLST,CAMP1541,5
08_4472,hexMLST,CAMP0556,5
08_4472,hexMLST,CAMP0351,5
08_4472,hexMLST,CAMP0496,5
08_4472,hexMLST,CAMP1384,5
08_4472,hexMLST,CAMP1280,5
08_4472,hexMLST,CAMP0565,2
08_4472,hexMLST,CAMP0138,30
08_4472,hexMLST,CAMP1208,4
08_4472,hexMLST,CAMP1430,31
08_4472,hexMLST,CAMP1432,32
08_4472,hexMLST,CAMP1019,3
08_4472,hexMLST,CAMP1537,5
08_4472,hexMLST,CAMP0182,2
08_4472,hexMLST,CAMP0028,2
08_4472,hexMLST,CAMP0024,2
08_4472,hexMLST,CAMP1124,5
08_4472,hexMLST,CAMP0338,5
08_4472,hexMLST,CAMP1211,5
08_4472,hexMLST,CAMP1042,5
08_4472,hexMLST,CAMP1048,4
08_4472,hexMLST,CAMP0104,2
08_4472,hexMLST,CAMP1355,2
08_4472,hexMLST,CAMP0100,2
08_4472,hexMLST,CAMP1357,4
08_4472,hexMLST,CAMP0111,2
08_4472,hexMLST,CAMP1529,5
08_4472,hexMLST,CAMP0532,5
08_4472,hexMLST,CAMP0633,5
08_4472,hexMLST,CAMP0535,5
08_4472,hexMLST,CAMP0905,5
08_4472,hexMLST,CAMP1116,5
08_4472,hexMLST,CAMP1262,5
08_4472,hexMLST,CAMP1053,5
08_4472,hexMLST,CAMP0059,2
08_4472,hexMLST,CAMP1198,
08_4472,hexMLST,CAMP0399,5
08_4472,hexMLST,CAMP0117,2
08_4472,hexMLST,CAMP0502,5
08_4472,hexMLST,CAMP0052,2
08_4472,hexMLST,CAMP0501,5
08_4472,hexMLST,CAMP1197,3
08_4472,hexMLST,CAMP0504,5
08_4472,hexMLST,CAMP0505,5
08_4472,hexMLST,CAMP0918,5
08_4472,hexMLST,CAMP0626,5
08_4472,hexMLST,CAMP0857,5
08_4472,hexMLST,CAMP1294,5
08_4472,hexMLST,CAMP1104,3
08_4472,hexMLST,CAMP0597,
08_4472,hexMLST,CAMP1100,5
08_4472,hexMLST,CAMP1581,5
08_4472,hexMLST,CAMP0455,5
08_4472,hexMLST,CAMP1275,3
08_4472,hexMLST,CAMP0355,4
08_4472,hexMLST,CAMP1185,5
08_4472,hexMLST,CAMP0041,2
08_4472,hexMLST,CAMP1186,5
08_4472,hexMLST,CAMP1372,5
08_4472,hexMLST,CAMP0757,5
08_4472,hexMLST,CAMP0755,5
08_4472,hexMLST,CAMP1502,5
08_4472,hexMLST,CAMP0969,28
08_4472,hexMLST,CAMP1508,5
08_4472,hexMLST,CAMP0614,5
08_4472,hexMLST,CAMP0967,5
08_4472,hexMLST,CAMP1503,4
08_4472,hexMLST,CAMP0847,4
CI_5198,hexMLST,CAMP1074,2
CI_5198,hexMLST,CAMP0367,20
CI_5198,hexMLST,CAMP0768,5
CI_5198,hexMLST,CAMP1364,5
CI_5198,hexMLST,CAMP1571,5
CI_5198,hexMLST,CAMP1578,5
CI_5198,hexMLST,CAMP0972,25
CI_5198,hexMLST,CAMP0471,66
CI_5198,hexMLST,CAMP0374,72
CI_5198,hexMLST,CAMP0273,77
CI_5198,hexMLST,CAMP1311,22
CI_5198,hexMLST,CAMP1313,17
CI_5198,hexMLST,CAMP0775,5
CI_5198,hexMLST,CAMP1322,46
CI_5198,hexMLST,CAMP1319,26
CI_5198,hexMLST,CAMP1567,5
CI_5198,hexMLST,CAMP1085,1
CI_5198,hexMLST,CAMP0572,20
CI_5198,hexMLST,CAMP0867,59
CI_5198,hexMLST,CAMP1568,5
CI_5198,hexMLST,CAMP0881,4
CI_5198,hexMLST,CAMP0015,24
CI_5198,hexMLST,CAMP1301,5
CI_5198,hexMLST,CAMP1158,25
CI_5198,hexMLST,CAMP0950,30
CI_5198,hexMLST,CAMP1411,5
CI_5198,hexMLST,CAMP1416,20
CI_5198,hexMLST,CAMP0540,5
CI_5198,hexMLST,CAMP1022,2
CI_5198,hexMLST,CAMP0319,5
CI_5198,hexMLST,CAMP0792,19
CI_5198,hexMLST,CAMP0791,25
CI_5198,hexMLST,CAMP1541,5
CI_5198,hexMLST,CAMP0556,59
CI_5198,hexMLST,CAMP0351,5
CI_5198,hexMLST,CAMP0496,31
CI_5198,hexMLST,CAMP1384,5
CI_5198,hexMLST,CAMP1280,75
CI_5198,hexMLST,CAMP0565,22
CI_5198,hexMLST,CAMP0138,30
CI_5198,hexMLST,CAMP1208,4
CI_5198,hexMLST,CAMP1430,22
CI_5198,hexMLST,CAMP1432,22
CI_5198,hexMLST,CAMP1019,21
CI_5198,hexMLST,CAMP1537,5
CI_5198,hexMLST,CAMP0182,2
CI_5198,hexMLST,CAMP0028,15
CI_5198,hexMLST,CAMP0024,25
CI_5198,hexMLST,CAMP1124,5
CI_5198,hexMLST,CAMP0338,5
CI_5198,hexMLST,CAMP1211,77
CI_5198,hexMLST,CAMP1042,76
CI_5198,hexMLST,CAMP1048,4
CI_5198,hexMLST,CAMP0104,2
CI_5198,hexMLST,CAMP1355,42
CI_5198,hexMLST,CAMP0100,23
CI_5198,hexMLST,CAMP1357,4
CI_5198,hexMLST,CAMP0111,2
CI_5198,hexMLST,CAMP1529,5
CI_5198,hexMLST,CAMP0532,23
CI_5198,hexMLST,CAMP0633,59
CI_5198,hexMLST,CAMP0535,5
CI_5198,hexMLST,CAMP0905,5
CI_5198,hexMLST,CAMP1116,5
CI_5198,hexMLST,CAMP1262,69
CI_5198,hexMLST,CAMP1053,5
CI_5198,hexMLST,CAMP0059,
CI_5198,hexMLST,CAMP1198,5
CI_5198,hexMLST,CAMP0399,5
CI_5198,hexMLST,CAMP0117,2
CI_5198,hexMLST,CAMP0502,33
CI_5198,hexMLST,CAMP0052,2
CI_5198,hexMLST,CAMP0501,29
CI_5198,hexMLST,CAMP1197,3
CI_5198,hexMLST,CAMP0504,63
CI_5198,hexMLST,CAMP0505,75
CI_5198,hexMLST,CAMP0918,26
CI_5198,hexMLST,CAMP0626,89
CI_5198,hexMLST,CAMP0857,24
CI_5198,hexMLST,CAMP1294,68
CI_5198,hexMLST,CAMP1104,3
CI_5198,hexMLST,CAMP0597,51
CI_5198,hexMLST,CAMP1100,68
CI_5198,hexMLST,CAMP1581,5
CI_5198,hexMLST,CAMP0455,5
CI_5198,hexMLST,CAMP1275,3
CI_5198,hexMLST,CAMP0355,75
CI_5198,hexMLST,CAMP1185,5
CI_5198,hexMLST,CAMP0041,28
CI_5198,hexMLST,CAMP1186,5
CI_5198,hexMLST,CAMP1372,5
CI_5198,hexMLST,CAMP0757,29
CI_5198,hexMLST,CAMP0755,19
CI_5198,hexMLST,CAMP1502,5
CI_5198,hexMLST,CAMP0969,77
CI_5198,hexMLST,CAMP1508,5
CI_5198,hexMLST,CAMP0614,45
CI_5198,hexMLST,CAMP0967,5
CI_5198,hexMLST,CAMP1503,4
CI_5198,hexMLST,CAMP0847,4
CE_M_10_2108,hexMLST,CAMP1074,27
CE_M_10_2108,hexMLST,CAMP0367,36
CE_M_10_2108,hexMLST,CAMP0768,35
CE_M_10_2108,hexMLST,CAMP1364,24
CE_M_10_2108,hexMLST,CAMP1571,39
CE_M_10_2108,hexMLST,CAMP1578,33
CE_M_10_2108,hexMLST,CAMP0972,37
CE_M_10_2108,hexMLST,CAMP0471,40
CE_M_10_2108,hexMLST,CAMP0374,38
CE_M_10_2108,hexMLST,CAMP0273,36
CE_M_10_2108,hexMLST,CAMP1311,42
CE_M_10_2108,hexMLST,CAMP1313,34
CE_M_10_2108,hexMLST,CAMP0775,41
CE_M_10_2108,hexMLST,CAMP1322,40
CE_M_10_2108,hexMLST,CAMP1319,36
CE_M_10_2108,hexMLST,CAMP1567,1
CE_M_10_2108,hexMLST,CAMP1085,32
CE_M_10_2108,hexMLST,CAMP0572,1
CE_M_10_2108,hexMLST,CAMP0867,32
CE_M_10_2108,hexMLST,CAMP1568,1
CE_M_10_2108,hexMLST,CAMP0881,43
CE_M_10_2108,hexMLST,CAMP0015,1
CE_M_10_2108,hexMLST,CAMP1301,1
CE_M_10_2108,hexMLST,CAMP1158,41
CE_M_10_2108,hexMLST,CAMP0950,18
CE_M_10_2108,hexMLST,CAMP1411,20
CE_M_10_2108,hexMLST,CAMP1416,20
CE_M_10_2108,hexMLST,CAMP0540,42
CE_M_10_2108,hexMLST,CAMP1022,
CE_M_10_2108,hexMLST,CAMP0319,23
CE_M_10_2108,hexMLST,CAMP0792,39
CE_M_10_2108,hexMLST,CAMP0791,37
CE_M_10_2108,hexMLST,CAMP1541,25
CE_M_10_2108,hexMLST,CAMP0556,1
CE_M_10_2108,hexMLST,CAMP0351,1
CE_M_10_2108,hexMLST,CAMP0496,38
CE_M_10_2108,hexMLST,CAMP1384,43
CE_M_10_2108,hexMLST,CAMP1280,39
CE_M_10_2108,hexMLST,CAMP0565,41
CE_M_10_2108,hexMLST,CAMP0138,41
CE_M_10_2108,hexMLST,CAMP1208,30
CE_M_10_2108,hexMLST,CAMP1430,1
CE_M_10_2108,hexMLST,CAMP1432,1
CE_M_10_2108,hexMLST,CAMP1019,39
CE_M_10_2108,hexMLST,CAMP1537,38
CE_M_10_2108,hexMLST,CAMP0182,41
CE_M_10_2108,hexMLST,CAMP0028,24
CE_M_10_2108,hexMLST,CAMP0024,42
CE_M_10_2108,hexMLST,CAMP1124,20
CE_M_10_2108,hexMLST,CAMP0338,1
CE_M_10_2108,hexMLST,CAMP1211,43
CE_M_10_2108,hexMLST,CAMP1042,36
CE_M_10_2108,hexMLST,CAMP1048,1
CE_M_10_2108,hexMLST,CAMP0104,35
CE_M_10_2108,hexMLST,CAMP1355,33
CE_M_10_2108,hexMLST,CAMP0100,14
CE_M_10_2108,hexMLST,CAMP1357,39
CE_M_10_2108,hexMLST,CAMP0111,1
CE_M_10_2108,hexMLST,CAMP1529,35
CE_M_10_2108,hexMLST,CAMP0532,42
CE_M_10_2108,hexMLST,CAMP0633,14
CE_M_10_2108,hexMLST,CAMP0535,
CE_M_10_2108,hexMLST,CAMP0905,36
CE_M_10_2108,hexMLST,CAMP1116,1
CE_M_10_2108,hexMLST,CAMP1262,36
CE_M_10_2108,hexMLST,CAMP1053,40
CE_M_10_2108,hexMLST,CAMP0059,39
CE_M_10_2108,hexMLST,CAMP1198,1
CE_M_10_2108,hexMLST,CAMP0399,38
CE_M_10_2108,hexMLST,CAMP0117,1
CE_M_10_2108,hexMLST,CAMP0502,5
CE_M_10_2108,hexMLST,CAMP0052,30
CE_M_10_2108,hexMLST,CAMP0501,45
CE_M_10_2108,hexMLST,CAMP1197,25
CE_M_10_2108,hexMLST,CAMP0504,5
CE_M_10_2108,hexMLST,CAMP0505,
CE_M_10_2108,hexMLST,CAMP0918,36
CE_M_10_2108,hexMLST,CAMP0626,47
CE_M_10_2108,hexMLST,CAMP0857,40
CE_M_10_2108,hexMLST,CAMP1294,33
CE_M_10_2108,hexMLST,CAMP1104,5
CE_M_10_2108,hexMLST,CAMP0597,18
CE_M_10_2108,hexMLST,CAMP1100,43
CE_M_10_2108,hexMLST,CAMP1581,1
CE_M_10_2108,hexMLST,CAMP0455,41
CE_M_10_2108,hexMLST,CAMP1275,37
CE_M_10_2108,hexMLST,CAMP0355,38
CE_M_10_2108,hexMLST,CAMP1185,42
CE_M_10_2108,hexMLST,CAMP0041,6
CE_M_10_2108,hexMLST,CAMP1186,36
CE_M_10_2108,hexMLST,CAMP1372,39
CE_M_10_2108,hexMLST,CAMP0757,45
CE_M_10_2108,hexMLST,CAMP0755,14
CE_M_10_2108,hexMLST,CAMP1502,30
CE_M_10_2108,hexMLST,CAMP0969,47
CE_M_10_2108,hexMLST,CAMP1508,13
CE_M_10_2108,hexMLST,CAMP0614,
CE_M_10_2108,hexMLST,CAMP0967,42
CE_M_10_2108,hexMLST,CAMP1503,31
CE_M_10_2108,hexMLST,CAMP0847,33
CE2_R2_11_1027,hexMLST,CAMP1074,2
CE2_R2_11_1027,hexMLST,CAMP0367,20
CE2_R2_11_1027,hexMLST,CAMP0768,5
CE2_R2_11_1027,hexMLST,CAMP1364,5
CE2_R2_11_1027,hexMLST,CAMP1571,5
CE2_R2_11_1027,hexMLST,CAMP1578,5
CE2_R2_11_1027,hexMLST,CAMP0972,25
CE2_R2_11_1027,hexMLST,CAMP0471,66
CE2_R2_11_1027,hexMLST,CAMP0374,72
CE2_R2_11_1027,hexMLST,CAMP0273,77
CE2_R2_11_1027,hexMLST,CAMP1311,22
CE2_R2_11_1027,hexMLST,CAMP1313,17
CE2_R2_11_1027,hexMLST,CAMP0775,5
CE2_R2_11_1027,hexMLST,CAMP1322,46
CE2_R2_11_1027,hexMLST,CAMP1319,26
CE2_R2_11_1027,hexMLST,CAMP1567,5
CE2_R2_11_1027,hexMLST,CAMP1085,1
CE2_R2_11_1027,hexMLST,CAMP0572,20
CE2_R2_11_1027,hexMLST,CAMP0867,59
CE2_R2_11_1027,hexMLST,CAMP1568,5
CE2_R2_11_1027,hexMLST,CAMP0881,4
CE2_R2_11_1027,hexMLST,CAMP0015,24
CE2_R2_11_1027,hexMLST,CAMP1301,5
CE2_R2_11_1027,hexMLST,CAMP1158,25
CE2_R2_11_1027,hexMLST,CAMP0950,30
CE2_R2_11_1027,hexMLST,CAMP1411,5
CE2_R2_11_1027,hexMLST,CAMP1416,20
CE2_R2_11_1027,hexMLST,CAMP0540,5
CE2_R2_11_1027,hexMLST,CAMP1022,2
CE2_R2_11_1027,hexMLST,CAMP0319,5
CE2_R2_11_1027,hexMLST,CAMP0792,19
CE2_R2_11_1027,hexMLST,CAMP0791,25
CE2_R2_11_1027,hexMLST,CAMP1541,5
CE2_R2_11_1027,hexMLST,CAMP0556,59
CE2_R2_11_1027,hexMLST,CAMP0351,5
CE2_R2_11_1027,hexMLST,CAMP0496,31
CE2_R2_11_1027,hexMLST,CAMP1384,5
CE2_R2_11_1027,hexMLST,CAMP1280,75
CE2_R2_11_1027,hexMLST,CAMP0565,22
CE2_R2_11_1027,hexMLST,CAMP0138,30
CE2_R2_11_1027,hexMLST,CAMP1208,4
CE2_R2_11_1027,hexMLST,CAMP1430,22
CE2_R2_11_1027,hexMLST,CAMP1432,22
CE2_R2_11_1027,hexMLST,CAMP1019,21
CE2_R2_11_1027,hexMLST,CAMP1537,5
CE2_R2_11_1027,hexMLST,CAMP0182,2
CE2_R2_11_1027,hexMLST,CAMP0028,15
CE2_R2_11_1027,hexMLST,CAMP0024,25
CE2_R2_11_1027,hexMLST,CAMP1124,5
CE2_R2_11_1027,hexMLST,CAMP0338,5
CE2_R2_11_1027,hexMLST,CAMP1211,77
CE2_R2_11_1027,hexMLST,CAMP1042,76
CE2_R2_11_1027,hexMLST,CAMP1048,4
CE2_R2_11_1027,hexMLST,CAMP0104,2
CE2_R2_11_1027,hexMLST,CAMP1355,42
CE2_R2_11_1027,hexMLST,CAMP0100,23
CE2_R2_11_1027,hexMLST,CAMP1357,4
CE2_R2_11_1027,hexMLST,CAMP0111,2
CE2_R2_11_1027,hexMLST,CAMP1529,5
CE2_R2_11_1027,hexMLST,CAMP0532,23
CE2_R2_11_1027,hexMLST,CAMP0633,59
CE2_R2_11_1027,hexMLST,CAMP0535,5
CE2_R2_11_1027,hexMLST,CAMP0905,5
CE2_R2_11_1027,hexMLST,CAMP1116,5
CE2_R2_11_1027,hexMLST,CAMP1262,69
CE2_R2_11_1027,hexMLST,CAMP1053,5
CE2_R2_11_1027,hexMLST,CAMP0059,
CE2_R2_11_1027,hexMLST,CAMP1198,5
CE2_R2_11_1027,hexMLST,CAMP0399,5
CE2_R2_11_1027,hexMLST,CAMP0117,2
CE2_R2_11_1027,hexMLST,CAMP0502,33
