Strain	Test	Marker	Call
07_5321	MLST	glyA	2
07_5321	MLST	uncA	17
07_5321	MLST	gltA	2
OXC6609	MLST	aspA	7
OXC6609	MLST	glnA	17
OXC6609	MLST	pgm	23
OXC6609	MLST	tkt	3
OXC6609	MLST	glyA	15
OXC6609	MLST	uncA	12
OXC6609	MLST	gltA	2
OXC6608	MLST	aspA	8
OXC6608	MLST	glnA	10
OXC6608	MLST	pgm	89
OXC6608	MLST	tkt	12
OXC6608	MLST	glyA	2
OXC6608	MLST	uncA	6
OXC6608	MLST	gltA	2
OXC7136	MLST	aspA	2
OXC7136	MLST	glnA	1
OXC7136	MLST	pgm	2
OXC7136	MLST	tkt	1
OXC7136	MLST	glyA	3
OXC7136	MLST	uncA	5
OXC7136	MLST	gltA	1
OXC7137	MLST	aspA	2
OXC7137	MLST	glnA	1
OXC7137	MLST	pgm	2
OXC7137	MLST	tkt	1
OXC7137	MLST	glyA	3
OXC7137	MLST	uncA	5
OXC7137	MLST	gltA	1
CI_0136	MLST	aspA	2
CI_0136	MLST	glnA	1
CI_0136	MLST	pgm	2
CI_0136	MLST	tkt	1
CI_0136	MLST	glyA	3
CI_0136	MLST	uncA	6
CI_0136	MLST	gltA	1
OXC7135	MLST	aspA	24
OXC7135	MLST	glnA	2
OXC7135	MLST	pgm	10
OXC7135	MLST	tkt	3
OXC7135	MLST	glyA	2
OXC7135	MLST	uncA	3
OXC7135	MLST	gltA	2
Dg189	MLST	aspA	288
Dg189	MLST	glnA	388
Dg189	MLST	pgm	98
Dg189	MLST	tkt	450
Dg189	MLST	glyA	28
Dg189	MLST	uncA	35
Dg189	MLST	gltA	29
OXC7133	MLST	aspA	1
OXC7133	MLST	glnA	2
OXC7133	MLST	pgm	5
OXC7133	MLST	tkt	9
OXC7133	MLST	glyA	4
OXC7133	MLST	uncA	3
OXC7133	MLST	gltA	3
OXC6959	MLST	aspA	2
OXC6959	MLST	glnA	1
OXC6959	MLST	pgm	2
OXC6959	MLST	tkt	1
OXC6959	MLST	glyA	
OXC6959	MLST	uncA	5
OXC6959	MLST	gltA	12
OXC6958	MLST	aspA	24
OXC6958	MLST	glnA	2
OXC6958	MLST	pgm	10
OXC6958	MLST	tkt	3
OXC6958	MLST	glyA	2
OXC6958	MLST	uncA	3
OXC6958	MLST	gltA	2
OXC6957	MLST	aspA	7
OXC6957	MLST	glnA	53
OXC6957	MLST	pgm	11
OXC6957	MLST	tkt	3
OXC6957	MLST	glyA	10
OXC6957	MLST	uncA	3
OXC6957	MLST	gltA	2
OXC6472R	MLST	aspA	33
OXC6472R	MLST	glnA	39
OXC6472R	MLST	pgm	104
OXC6472R	MLST	tkt	56
OXC6472R	MLST	glyA	82
OXC6472R	MLST	uncA	17
OXC6472R	MLST	gltA	30
OXC6955	MLST	aspA	24
OXC6955	MLST	glnA	2
OXC6955	MLST	pgm	10
OXC6955	MLST	tkt	3
OXC6955	MLST	glyA	2
OXC6955	MLST	uncA	3
OXC6955	MLST	gltA	2
OXC6954	MLST	aspA	47
OXC6954	MLST	glnA	2
OXC6954	MLST	pgm	11
OXC6954	MLST	tkt	48
OXC6954	MLST	glyA	10
OXC6954	MLST	uncA	8
OXC6954	MLST	gltA	5
OXC6953	MLST	aspA	2
OXC6953	MLST	glnA	1
OXC6953	MLST	pgm	2
OXC6953	MLST	tkt	1
OXC6953	MLST	glyA	3
OXC6953	MLST	uncA	5
OXC6953	MLST	gltA	1
OXC6952	MLST	aspA	7
OXC6952	MLST	glnA	17
OXC6952	MLST	pgm	23
OXC6952	MLST	tkt	3
OXC6952	MLST	glyA	15
OXC6952	MLST	uncA	12
OXC6952	MLST	gltA	2
OXC6951	MLST	aspA	7
OXC6951	MLST	glnA	17
OXC6951	MLST	pgm	23
OXC6951	MLST	tkt	3
OXC6951	MLST	glyA	15
OXC6951	MLST	uncA	12
OXC6951	MLST	gltA	2
OXC6950	MLST	aspA	6
OXC6950	MLST	glnA	4
OXC6950	MLST	pgm	2
OXC6950	MLST	tkt	1
OXC6950	MLST	glyA	2
OXC6950	MLST	uncA	5
OXC6950	MLST	gltA	5
OXC7428	MLST	aspA	2
OXC7428	MLST	glnA	1
OXC7428	MLST	pgm	2
OXC7428	MLST	tkt	1
OXC7428	MLST	glyA	3
OXC7428	MLST	uncA	5
OXC7428	MLST	gltA	12
OXC7429	MLST	aspA	33
OXC7429	MLST	glnA	39
OXC7429	MLST	pgm	113
OXC7429	MLST	tkt	47
OXC7429	MLST	glyA	82
OXC7429	MLST	uncA	17
OXC7429	MLST	gltA	30
OXC7420	MLST	aspA	2
OXC7420	MLST	glnA	1
OXC7420	MLST	pgm	2
OXC7420	MLST	tkt	1
OXC7420	MLST	glyA	3
OXC7420	MLST	uncA	5
OXC7420	MLST	gltA	5
OXC7421	MLST	aspA	24
OXC7421	MLST	glnA	2
OXC7421	MLST	pgm	10
OXC7421	MLST	tkt	3
OXC7421	MLST	glyA	2
OXC7421	MLST	uncA	3
OXC7421	MLST	gltA	2
OXC7422	MLST	aspA	1
OXC7422	MLST	glnA	6
OXC7422	MLST	pgm	12
OXC7422	MLST	tkt	28
OXC7422	MLST	glyA	24
OXC7422	MLST	uncA	1
OXC7422	MLST	gltA	22
OXC7423	MLST	aspA	2
OXC7423	MLST	glnA	1
OXC7423	MLST	pgm	2
OXC7423	MLST	tkt	1
OXC7423	MLST	glyA	3
OXC7423	MLST	uncA	5
OXC7423	MLST	gltA	1
CI_4909	MLST	aspA	4
CI_4909	MLST	glnA	7
CI_4909	MLST	pgm	42
CI_4909	MLST	tkt	7
CI_4909	MLST	glyA	4
CI_4909	MLST	uncA	1
CI_4909	MLST	gltA	10
OXC7425	MLST	aspA	4
OXC7425	MLST	glnA	7
OXC7425	MLST	pgm	42
OXC7425	MLST	tkt	7
OXC7425	MLST	glyA	4
OXC7425	MLST	uncA	1
OXC7425	MLST	gltA	10
OXC7427	MLST	aspA	2
OXC7427	MLST	glnA	1
OXC7427	MLST	pgm	7
OXC7427	MLST	tkt	1
OXC7427	MLST	glyA	3
OXC7427	MLST	uncA	5
OXC7427	MLST	gltA	1
OXC6910	MLST	aspA	7
OXC6910	MLST	glnA	17
OXC6910	MLST	pgm	23
OXC6910	MLST	tkt	3
OXC6910	MLST	glyA	15
OXC6910	MLST	uncA	12
OXC6910	MLST	gltA	2
07_5039	MLST	aspA	219
07_5039	MLST	glnA	2
07_5039	MLST	pgm	4
07_5039	MLST	tkt	5
07_5039	MLST	glyA	62
07_5039	MLST	uncA	17
07_5039	MLST	gltA	4
07_5038	MLST	aspA	2
07_5038	MLST	glnA	1
07_5038	MLST	pgm	2
07_5038	MLST	tkt	1
07_5038	MLST	glyA	3
07_5038	MLST	uncA	5
07_5038	MLST	gltA	2
OXC6852	MLST	aspA	2
OXC6852	MLST	glnA	1
OXC6852	MLST	pgm	2
OXC6852	MLST	tkt	1
OXC6852	MLST	glyA	3
OXC6852	MLST	uncA	3
OXC6852	MLST	gltA	1
OXC6853	MLST	aspA	24
OXC6853	MLST	glnA	2
OXC6853	MLST	pgm	10
OXC6853	MLST	tkt	3
OXC6853	MLST	glyA	2
OXC6853	MLST	uncA	3
OXC6853	MLST	gltA	2
OXC5817	MLST	aspA	9
OXC5817	MLST	glnA	2
OXC5817	MLST	pgm	4
OXC5817	MLST	tkt	5
OXC5817	MLST	glyA	62
OXC5817	MLST	uncA	6
OXC5817	MLST	gltA	4
CE_M_09_3107	MLST	aspA	2
CE_M_09_3107	MLST	glnA	1
CE_M_09_3107	MLST	pgm	2
CE_M_09_3107	MLST	tkt	1
CE_M_09_3107	MLST	glyA	3
CE_M_09_3107	MLST	uncA	5
CE_M_09_3107	MLST	gltA	2
CE2_R2_11_3023	MLST	aspA	4
CE2_R2_11_3023	MLST	glnA	7
CE2_R2_11_3023	MLST	pgm	1
CE2_R2_11_3023	MLST	tkt	7
CE2_R2_11_3023	MLST	glyA	4
CE2_R2_11_3023	MLST	uncA	1
CE2_R2_11_3023	MLST	gltA	10
CAMSA3674	MLST	aspA	2
CAMSA3674	MLST	glnA	1
CAMSA3674	MLST	pgm	2
CAMSA3674	MLST	tkt	1
CAMSA3674	MLST	glyA	3
CAMSA3674	MLST	uncA	5
CAMSA3674	MLST	gltA	1
OXC6857	MLST	aspA	2
OXC6857	MLST	glnA	1
OXC6857	MLST	pgm	2
OXC6857	MLST	tkt	1
OXC6857	MLST	glyA	88
OXC6857	MLST	uncA	5
OXC6857	MLST	gltA	12
OXC6855	MLST	aspA	7
OXC6855	MLST	glnA	2
OXC6855	MLST	pgm	10
OXC6855	MLST	tkt	3
OXC6855	MLST	glyA	2
OXC6855	MLST	uncA	6
OXC6855	MLST	gltA	5
06_6211	MLST	aspA	7
06_6211	MLST	glnA	1
06_6211	MLST	pgm	2
06_6211	MLST	tkt	3
06_6211	MLST	glyA	83
06_6211	MLST	uncA	6
06_6211	MLST	gltA	2
OXC6706	MLST	aspA	2
OXC6706	MLST	glnA	1
OXC6706	MLST	pgm	2
OXC6706	MLST	tkt	1
OXC6706	MLST	glyA	3
OXC6706	MLST	uncA	5
OXC6706	MLST	gltA	5
OXC6758	MLST	aspA	24
OXC6758	MLST	glnA	2
OXC6758	MLST	pgm	10
OXC6758	MLST	tkt	3
OXC6758	MLST	glyA	2
OXC6758	MLST	uncA	1
OXC6758	MLST	gltA	2
06_6212	MLST	aspA	4
06_6212	MLST	glnA	7
06_6212	MLST	pgm	1
06_6212	MLST	tkt	7
06_6212	MLST	glyA	4
06_6212	MLST	uncA	1
06_6212	MLST	gltA	10
CAMSA4057	MLST	aspA	2
CAMSA4057	MLST	glnA	1
CAMSA4057	MLST	pgm	2
CAMSA4057	MLST	tkt	1
CAMSA4057	MLST	glyA	3
CAMSA4057	MLST	uncA	5
CAMSA4057	MLST	gltA	1
CAMSA4054	MLST	aspA	2
CAMSA4054	MLST	glnA	1
CAMSA4054	MLST	pgm	2
CAMSA4054	MLST	tkt	1
CAMSA4054	MLST	glyA	3
CAMSA4054	MLST	uncA	5
CAMSA4054	MLST	gltA	1
OXC6707	MLST	aspA	7
OXC6707	MLST	glnA	2
OXC6707	MLST	pgm	10
OXC6707	MLST	tkt	3
OXC6707	MLST	glyA	2
OXC6707	MLST	uncA	6
OXC6707	MLST	gltA	5
OXC6575R_V2	MLST	aspA	7
OXC6575R_V2	MLST	glnA	2
OXC6575R_V2	MLST	pgm	10
OXC6575R_V2	MLST	tkt	3
OXC6575R_V2	MLST	glyA	2
OXC6575R_V2	MLST	uncA	6
OXC6575R_V2	MLST	gltA	5
OXC5818	MLST	aspA	2
OXC5818	MLST	glnA	1
OXC5818	MLST	pgm	2
OXC5818	MLST	tkt	1
OXC5818	MLST	glyA	3
OXC5818	MLST	uncA	5
OXC5818	MLST	gltA	5
OXC6592	MLST	aspA	4
OXC6592	MLST	glnA	7
OXC6592	MLST	pgm	42
OXC6592	MLST	tkt	7
OXC6592	MLST	glyA	4
OXC6592	MLST	uncA	1
OXC6592	MLST	gltA	10
OXC6590	MLST	aspA	2
OXC6590	MLST	glnA	1
OXC6590	MLST	pgm	2
OXC6590	MLST	tkt	1
OXC6590	MLST	glyA	3
OXC6590	MLST	uncA	5
OXC6590	MLST	gltA	12
CHR_053	MLST	aspA	1
CHR_053	MLST	glnA	4
CHR_053	MLST	pgm	6
CHR_053	MLST	tkt	3
CHR_053	MLST	glyA	2
CHR_053	MLST	uncA	17
CHR_053	MLST	gltA	2
CGY_HR_103	MLST	aspA	4
CGY_HR_103	MLST	glnA	7
CGY_HR_103	MLST	pgm	1
CGY_HR_103	MLST	tkt	7
CGY_HR_103	MLST	glyA	4
CGY_HR_103	MLST	uncA	1
CGY_HR_103	MLST	gltA	10
OXC6455	MLST	aspA	7
OXC6455	MLST	glnA	17
OXC6455	MLST	pgm	22
OXC6455	MLST	tkt	5
OXC6455	MLST	glyA	2
OXC6455	MLST	uncA	1
OXC6455	MLST	gltA	5
CAMSA4124	MLST	aspA	2
CAMSA4124	MLST	glnA	1
CAMSA4124	MLST	pgm	2
CAMSA4124	MLST	tkt	1
CAMSA4124	MLST	glyA	3
CAMSA4124	MLST	uncA	5
CAMSA4124	MLST	gltA	1
CHR_127	MLST	aspA	2
CHR_127	MLST	glnA	1
CHR_127	MLST	pgm	2
CHR_127	MLST	tkt	1
CHR_127	MLST	glyA	3
CHR_127	MLST	uncA	3
CHR_127	MLST	gltA	1
OXC7200	MLST	aspA	33
OXC7200	MLST	glnA	39
OXC7200	MLST	pgm	113
OXC7200	MLST	tkt	43
OXC7200	MLST	glyA	82
OXC7200	MLST	uncA	17
OXC7200	MLST	gltA	30
OXC6598	MLST	aspA	2
OXC6598	MLST	glnA	1
OXC6598	MLST	pgm	2
OXC6598	MLST	tkt	1
OXC6598	MLST	glyA	3
OXC6598	MLST	uncA	5
OXC6598	MLST	gltA	12
OXC6702	MLST	aspA	2
OXC6702	MLST	glnA	1
OXC6702	MLST	pgm	2
OXC6702	MLST	tkt	1
OXC6702	MLST	glyA	3
OXC6702	MLST	uncA	5
OXC6702	MLST	gltA	1
UCT046_R	MLST	aspA	
UCT046_R	MLST	glnA	223
UCT046_R	MLST	pgm	305
UCT046_R	MLST	tkt	263
UCT046_R	MLST	glyA	253
UCT046_R	MLST	uncA	168
UCT046_R	MLST	gltA	
OXC6566R	MLST	aspA	7
OXC6566R	MLST	glnA	2
OXC6566R	MLST	pgm	10
OXC6566R	MLST	tkt	3
OXC6566R	MLST	glyA	2
OXC6566R	MLST	uncA	6
OXC6566R	MLST	gltA	5
OXC4829	MLST	aspA	33
OXC4829	MLST	glnA	39
OXC4829	MLST	pgm	113
OXC4829	MLST	tkt	47
OXC4829	MLST	glyA	82
OXC4829	MLST	uncA	17
OXC4829	MLST	gltA	30
OXC5805	MLST	aspA	7
OXC5805	MLST	glnA	17
OXC5805	MLST	pgm	23
OXC5805	MLST	tkt	3
OXC5805	MLST	glyA	15
OXC5805	MLST	uncA	12
OXC5805	MLST	gltA	2
OXC5807	MLST	aspA	24
OXC5807	MLST	glnA	2
OXC5807	MLST	pgm	10
OXC5807	MLST	tkt	3
OXC5807	MLST	glyA	2
OXC5807	MLST	uncA	3
OXC5807	MLST	gltA	2
OXC5800	MLST	aspA	22
OXC5800	MLST	glnA	15
OXC5800	MLST	pgm	74
OXC5800	MLST	tkt	25
OXC5800	MLST	glyA	64
OXC5800	MLST	uncA	23
OXC5800	MLST	gltA	4
OXC5801	MLST	aspA	7
OXC5801	MLST	glnA	17
OXC5801	MLST	pgm	23
OXC5801	MLST	tkt	3
OXC5801	MLST	glyA	15
OXC5801	MLST	uncA	12
OXC5801	MLST	gltA	2
OXC5802	MLST	aspA	8
OXC5802	MLST	glnA	10
OXC5802	MLST	pgm	11
OXC5802	MLST	tkt	12
OXC5802	MLST	glyA	2
OXC5802	MLST	uncA	6
OXC5802	MLST	gltA	5
OXC5803	MLST	aspA	9
OXC5803	MLST	glnA	25
OXC5803	MLST	pgm	22
OXC5803	MLST	tkt	3
OXC5803	MLST	glyA	10
OXC5803	MLST	uncA	6
OXC5803	MLST	gltA	2
HM908634	MLST	aspA	2
HM908634	MLST	glnA	1
HM908634	MLST	pgm	2
HM908634	MLST	tkt	1
HM908634	MLST	glyA	3
HM908634	MLST	uncA	5
HM908634	MLST	gltA	1
OXC4822	MLST	aspA	9
OXC4822	MLST	glnA	2
OXC4822	MLST	pgm	4
OXC4822	MLST	tkt	5
OXC4822	MLST	glyA	62
OXC4822	MLST	uncA	6
OXC4822	MLST	gltA	4
OXC4825	MLST	aspA	33
OXC4825	MLST	glnA	39
OXC4825	MLST	pgm	113
OXC4825	MLST	tkt	43
OXC4825	MLST	glyA	82
OXC4825	MLST	uncA	17
OXC4825	MLST	gltA	30
OXC5809	MLST	aspA	7
OXC5809	MLST	glnA	17
OXC5809	MLST	pgm	23
OXC5809	MLST	tkt	3
OXC5809	MLST	glyA	15
OXC5809	MLST	uncA	12
OXC5809	MLST	gltA	2
CI_2705	MLST	aspA	2
CI_2705	MLST	glnA	15
CI_2705	MLST	pgm	17
CI_2705	MLST	tkt	25
CI_2705	MLST	glyA	48
CI_2705	MLST	uncA	23
CI_2705	MLST	gltA	4
CI_1109	MLST	aspA	4
CI_1109	MLST	glnA	7
CI_1109	MLST	pgm	1
CI_1109	MLST	tkt	7
CI_1109	MLST	glyA	4
CI_1109	MLST	uncA	1
CI_1109	MLST	gltA	10
OXC7307	MLST	aspA	9
OXC7307	MLST	glnA	25
OXC7307	MLST	pgm	22
OXC7307	MLST	tkt	3
OXC7307	MLST	glyA	10
OXC7307	MLST	uncA	6
OXC7307	MLST	gltA	2
OXC4735	MLST	aspA	2
OXC4735	MLST	glnA	4
OXC4735	MLST	pgm	7
OXC4735	MLST	tkt	1
OXC4735	MLST	glyA	2
OXC4735	MLST	uncA	5
OXC4735	MLST	gltA	1
OXC4734	MLST	aspA	2
OXC4734	MLST	glnA	4
OXC4734	MLST	pgm	7
OXC4734	MLST	tkt	1
OXC4734	MLST	glyA	2
OXC4734	MLST	uncA	5
OXC4734	MLST	gltA	1
OXC4737	MLST	aspA	2
OXC4737	MLST	glnA	10
OXC4737	MLST	pgm	19
OXC4737	MLST	tkt	3
OXC4737	MLST	glyA	4
OXC4737	MLST	uncA	6
OXC4737	MLST	gltA	2
OXC4736	MLST	aspA	104
OXC4736	MLST	glnA	7
OXC4736	MLST	pgm	1
OXC4736	MLST	tkt	7
OXC4736	MLST	glyA	4
OXC4736	MLST	uncA	1
OXC4736	MLST	gltA	10
OXC4731	MLST	aspA	7
OXC4731	MLST	glnA	53
OXC4731	MLST	pgm	11
OXC4731	MLST	tkt	3
OXC4731	MLST	glyA	10
OXC4731	MLST	uncA	3
OXC4731	MLST	gltA	2
OXC6545	MLST	aspA	2
OXC6545	MLST	glnA	4
OXC6545	MLST	pgm	19
OXC6545	MLST	tkt	3
OXC6545	MLST	glyA	4
OXC6545	MLST	uncA	6
OXC6545	MLST	gltA	2
OXC6546	MLST	aspA	7
OXC6546	MLST	glnA	71
OXC6546	MLST	pgm	11
OXC6546	MLST	tkt	67
OXC6546	MLST	glyA	62
OXC6546	MLST	uncA	6
OXC6546	MLST	gltA	5
OXC6547	MLST	aspA	2
OXC6547	MLST	glnA	4
OXC6547	MLST	pgm	7
OXC6547	MLST	tkt	1
OXC6547	MLST	glyA	2
OXC6547	MLST	uncA	5
OXC6547	MLST	gltA	1
OXC6548	MLST	aspA	2
OXC6548	MLST	glnA	1
OXC6548	MLST	pgm	2
OXC6548	MLST	tkt	1
OXC6548	MLST	glyA	3
OXC6548	MLST	uncA	5
OXC6548	MLST	gltA	5
OXC6549	MLST	aspA	2
OXC6549	MLST	glnA	4
OXC6549	MLST	pgm	7
OXC6549	MLST	tkt	1
OXC6549	MLST	glyA	2
OXC6549	MLST	uncA	5
OXC6549	MLST	gltA	1
OXC4738	MLST	aspA	9
OXC4738	MLST	glnA	2
OXC4738	MLST	pgm	4
OXC4738	MLST	tkt	5
OXC4738	MLST	glyA	62
OXC4738	MLST	uncA	12
OXC4738	MLST	gltA	4
OXC6382	MLST	aspA	62
OXC6382	MLST	glnA	4
OXC6382	MLST	pgm	2
OXC6382	MLST	tkt	1
OXC6382	MLST	glyA	2
OXC6382	MLST	uncA	5
OXC6382	MLST	gltA	5
OXC6383	MLST	aspA	2
OXC6383	MLST	glnA	1
OXC6383	MLST	pgm	2
OXC6383	MLST	tkt	1
OXC6383	MLST	glyA	3
OXC6383	MLST	uncA	5
OXC6383	MLST	gltA	1
OXC6380	MLST	aspA	33
OXC6380	MLST	glnA	39
OXC6380	MLST	pgm	113
OXC6380	MLST	tkt	47
OXC6380	MLST	glyA	82
OXC6380	MLST	uncA	
OXC6380	MLST	gltA	30
OXC6381	MLST	aspA	2
OXC6381	MLST	glnA	4
OXC6381	MLST	pgm	11
OXC6381	MLST	tkt	3
OXC6381	MLST	glyA	93
OXC6381	MLST	uncA	6
OXC6381	MLST	gltA	1
OXC6386	MLST	aspA	33
OXC6386	MLST	glnA	39
OXC6386	MLST	pgm	113
OXC6386	MLST	tkt	43
OXC6386	MLST	glyA	82
OXC6386	MLST	uncA	17
OXC6386	MLST	gltA	30
OXC6387	MLST	aspA	2
OXC6387	MLST	glnA	4
OXC6387	MLST	pgm	2
OXC6387	MLST	tkt	1
OXC6387	MLST	glyA	2
OXC6387	MLST	uncA	5
OXC6387	MLST	gltA	5
OXC6384	MLST	aspA	2
OXC6384	MLST	glnA	1
OXC6384	MLST	pgm	2
OXC6384	MLST	tkt	1
OXC6384	MLST	glyA	3
OXC6384	MLST	uncA	5
OXC6384	MLST	gltA	5
OXC6385	MLST	aspA	33
OXC6385	MLST	glnA	39
OXC6385	MLST	pgm	104
OXC6385	MLST	tkt	206
OXC6385	MLST	glyA	79
OXC6385	MLST	uncA	17
OXC6385	MLST	gltA	30
OXC6388	MLST	aspA	1
OXC6388	MLST	glnA	2
OXC6388	MLST	pgm	5
OXC6388	MLST	tkt	9
OXC6388	MLST	glyA	4
OXC6388	MLST	uncA	3
OXC6388	MLST	gltA	3
07_2174	MLST	aspA	1
07_2174	MLST	glnA	1
07_2174	MLST	pgm	2
07_2174	MLST	tkt	3
07_2174	MLST	glyA	83
07_2174	MLST	uncA	6
07_2174	MLST	gltA	2
CGY_HR_098	MLST	aspA	2
CGY_HR_098	MLST	glnA	4
CGY_HR_098	MLST	pgm	7
CGY_HR_098	MLST	tkt	1
CGY_HR_098	MLST	glyA	2
CGY_HR_098	MLST	uncA	5
CGY_HR_098	MLST	gltA	1
06_2866	MLST	aspA	4
06_2866	MLST	glnA	7
06_2866	MLST	pgm	1
06_2866	MLST	tkt	7
06_2866	MLST	glyA	4
06_2866	MLST	uncA	1
06_2866	MLST	gltA	10
OXC7467	MLST	aspA	24
OXC7467	MLST	glnA	2
OXC7467	MLST	pgm	10
OXC7467	MLST	tkt	3
OXC7467	MLST	glyA	2
OXC7467	MLST	uncA	3
OXC7467	MLST	gltA	2
OXC5703	MLST	aspA	9
OXC5703	MLST	glnA	2
OXC5703	MLST	pgm	4
OXC5703	MLST	tkt	5
OXC5703	MLST	glyA	62
OXC5703	MLST	uncA	6
OXC5703	MLST	gltA	4
HM907529	MLST	aspA	2
HM907529	MLST	glnA	1
HM907529	MLST	pgm	2
HM907529	MLST	tkt	1
HM907529	MLST	glyA	3
HM907529	MLST	uncA	5
HM907529	MLST	gltA	1
OXC5701	MLST	aspA	7
OXC5701	MLST	glnA	17
OXC5701	MLST	pgm	10
OXC5701	MLST	tkt	3
OXC5701	MLST	glyA	2
OXC5701	MLST	uncA	6
OXC5701	MLST	gltA	5
OXC5700	MLST	aspA	8
OXC5700	MLST	glnA	10
OXC5700	MLST	pgm	11
OXC5700	MLST	tkt	12
OXC5700	MLST	glyA	2
OXC5700	MLST	uncA	6
OXC5700	MLST	gltA	2
OXC5707	MLST	aspA	2
OXC5707	MLST	glnA	4
OXC5707	MLST	pgm	7
OXC5707	MLST	tkt	1
OXC5707	MLST	glyA	2
OXC5707	MLST	uncA	5
OXC5707	MLST	gltA	1
OXC5705	MLST	aspA	33
OXC5705	MLST	glnA	39
OXC5705	MLST	pgm	113
OXC5705	MLST	tkt	44
OXC5705	MLST	glyA	82
OXC5705	MLST	uncA	17
OXC5705	MLST	gltA	30
OXC5709	MLST	aspA	9
OXC5709	MLST	glnA	2
OXC5709	MLST	pgm	4
OXC5709	MLST	tkt	5
OXC5709	MLST	glyA	62
OXC5709	MLST	uncA	12
OXC5709	MLST	gltA	4
OXC5708	MLST	aspA	2
OXC5708	MLST	glnA	1
OXC5708	MLST	pgm	148
OXC5708	MLST	tkt	1
OXC5708	MLST	glyA	3
OXC5708	MLST	uncA	5
OXC5708	MLST	gltA	42
OXC4600	MLST	aspA	2
OXC4600	MLST	glnA	1
OXC4600	MLST	pgm	2
OXC4600	MLST	tkt	1
OXC4600	MLST	glyA	3
OXC4600	MLST	uncA	5
OXC4600	MLST	gltA	12
OXC4603	MLST	aspA	2
OXC4603	MLST	glnA	4
OXC4603	MLST	pgm	7
OXC4603	MLST	tkt	1
OXC4603	MLST	glyA	2
OXC4603	MLST	uncA	5
OXC4603	MLST	gltA	1
OXC4602	MLST	aspA	7
OXC4602	MLST	glnA	2
OXC4602	MLST	pgm	10
OXC4602	MLST	tkt	3
OXC4602	MLST	glyA	2
OXC4602	MLST	uncA	6
OXC4602	MLST	gltA	5
OXC4605	MLST	aspA	2
OXC4605	MLST	glnA	4
OXC4605	MLST	pgm	11
OXC4605	MLST	tkt	3
OXC4605	MLST	glyA	93
OXC4605	MLST	uncA	6
OXC4605	MLST	gltA	1
OXC4604	MLST	aspA	2
OXC4604	MLST	glnA	10
OXC4604	MLST	pgm	19
OXC4604	MLST	tkt	3
OXC4604	MLST	glyA	4
OXC4604	MLST	uncA	6
OXC4604	MLST	gltA	2
OXC4608	MLST	aspA	9
OXC4608	MLST	glnA	2
OXC4608	MLST	pgm	4
OXC4608	MLST	tkt	5
OXC4608	MLST	glyA	62
OXC4608	MLST	uncA	6
OXC4608	MLST	gltA	4
CAMSA81	MLST	aspA	2
CAMSA81	MLST	glnA	1
CAMSA81	MLST	pgm	2
CAMSA81	MLST	tkt	1
CAMSA81	MLST	glyA	3
CAMSA81	MLST	uncA	5
CAMSA81	MLST	gltA	1
CI_3074	MLST	aspA	2
CI_3074	MLST	glnA	29
CI_3074	MLST	pgm	131
CI_3074	MLST	tkt	25
CI_3074	MLST	glyA	48
CI_3074	MLST	uncA	57
CI_3074	MLST	gltA	84
CI_3290	MLST	aspA	1
CI_3290	MLST	glnA	6
CI_3290	MLST	pgm	12
CI_3290	MLST	tkt	28
CI_3290	MLST	glyA	24
CI_3290	MLST	uncA	1
CI_3290	MLST	gltA	22
CI_3299	MLST	aspA	1
CI_3299	MLST	glnA	6
CI_3299	MLST	pgm	12
CI_3299	MLST	tkt	28
CI_3299	MLST	glyA	24
CI_3299	MLST	uncA	1
CI_3299	MLST	gltA	22
CI_0927	MLST	aspA	1
CI_0927	MLST	glnA	4
CI_0927	MLST	pgm	6
CI_0927	MLST	tkt	3
CI_0927	MLST	glyA	2
CI_0927	MLST	uncA	17
CI_0927	MLST	gltA	2
CAMSA471	MLST	aspA	2
CAMSA471	MLST	glnA	1
CAMSA471	MLST	pgm	2
CAMSA471	MLST	tkt	1
CAMSA471	MLST	glyA	3
CAMSA471	MLST	uncA	5
CAMSA471	MLST	gltA	1
OXC6551	MLST	aspA	33
OXC6551	MLST	glnA	38
OXC6551	MLST	pgm	113
OXC6551	MLST	tkt	64
OXC6551	MLST	glyA	82
OXC6551	MLST	uncA	17
OXC6551	MLST	gltA	
OXC6484R_V2	MLST	aspA	10
OXC6484R_V2	MLST	glnA	27
OXC6484R_V2	MLST	pgm	10
OXC6484R_V2	MLST	tkt	5
OXC6484R_V2	MLST	glyA	19
OXC6484R_V2	MLST	uncA	7
OXC6484R_V2	MLST	gltA	16
OXC6769	MLST	aspA	1
OXC6769	MLST	glnA	4
OXC6769	MLST	pgm	6
OXC6769	MLST	tkt	3
OXC6769	MLST	glyA	2
OXC6769	MLST	uncA	17
OXC6769	MLST	gltA	2
OXC6760	MLST	aspA	9
OXC6760	MLST	glnA	2
OXC6760	MLST	pgm	4
OXC6760	MLST	tkt	5
OXC6760	MLST	glyA	62
OXC6760	MLST	uncA	6
OXC6760	MLST	gltA	4
OXC6761	MLST	aspA	33
OXC6761	MLST	glnA	39
OXC6761	MLST	pgm	104
OXC6761	MLST	tkt	56
OXC6761	MLST	glyA	82
OXC6761	MLST	uncA	17
OXC6761	MLST	gltA	30
CAMSA272	MLST	aspA	2
CAMSA272	MLST	glnA	1
CAMSA272	MLST	pgm	2
CAMSA272	MLST	tkt	1
CAMSA272	MLST	glyA	3
